step,type,amount,sender_account_no,sender_balance_before,sender_balance_after,receiver_account_no,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,device_id,ip_address,geolocation_lat,geolocation_long,auth_method,row_source
161,PAYMENT,9509.66,C50260643,87892.22,78382.56,M1300984513,0.0,0.0,0,0,cca99089-c925-4bb5-4fc3-7d4e6b950c1d,15.69.199.101,10.821463,106.659879,SMART_OTP,paysim
161,CASH_OUT,79322.73,C1269192740,304074.39,224751.67,C592056924,2835471.5,2914794.22,0,0,b388300a-3e20-718a-0bb9-a8f69e4da214,76.185.237.226,10.844202,106.632698,SMART_OTP,paysim
161,CASH_OUT,204584.73,C1411005034,9550.0,0.0,C1904964135,113967.9,318552.63,0,0,a82cae18-6491-982b-e5ad-481d577f4c16,134.176.53.206,20.85768,106.713737,SMART_OTP,paysim
161,CASH_IN,157756.05,C449931270,50371.0,208127.05,C1584444691,452704.49,294948.43,0,0,b0894de4-e626-7164-d361-6b3a7cffae92,153.165.77.10,11.99125,108.484416,FACE_ID,paysim
161,CASH_IN,160165.61,C784546845,204416.77,364582.38,C8495019892,0.0,0.0,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,10.034956,105.704042,SMS_OTP,synthetic_activity
161,PAYMENT,828.69,C6509135706,1381.14,552.46,C6589139315,0.0,0.0,0,0,b440b852-e033-500e-a432-62b38675820e,134.28.116.117,21.051285,105.808528,SMS_OTP,synthetic_activity
161,CASH_OUT,4935.62,C5597549393,73328.47,68392.85,M2095983603,45115.74,50051.36,0,0,1117f840-280d-4e22-982e-2afd77fc562b,17.206.52.110,12.220395,109.137696,SMS_OTP,synthetic_activity
162,PAYMENT,12212.8,C2144025797,0.0,0.0,M844500758,0.0,0.0,0,0,6338fb29-7599-2b0a-095b-81d6b97d7617,145.146.94.207,12.25394,109.184392,SMS_OTP,paysim
162,CASH_OUT,253468.09,C201974764,1103847.67,850379.58,C1872282021,2625221.66,2878689.75,0,0,7c6166df-515a-6b43-3189-1f48e66e2c11,40.27.188.56,21.001598,105.775553,SMS_OTP,synthetic_activity
163,PAYMENT,10754.79,C458464778,160201.2,149446.41,M1205698429,0.0,0.0,0,0,f6f61488-d620-15f0-5253-b6f72328051e,196.12.152.45,12.218619,109.228637,SMART_OTP,paysim
163,CASH_IN,60468.32,C430666307,0.0,60468.32,C9441304307,287205.16,347673.48,0,0,453417b5-55c0-6c8e-45c8-7f41dbbd3290,2.81.64.202,20.804172,106.722004,FACE_ID,synthetic_activity
164,TRANSFER,177680.54,C485323920,177680.54,0.0,C1780714769,0.0,0.0,1,0,24b17e45-2580-7a2c-9d6b-a3b5cda898b5,224.1.83.20,18.670049,105.677603,SMS_OTP,paysim
164,CASH_OUT,149005.18,C317722738,49770.0,0.0,C1440510613,1525385.89,1674391.07,0,0,a1d78199-d8ed-0649-ca82-673019977e2e,226.125.21.2,10.07787,105.770749,SMART_OTP,paysim
164,TRANSFER,11674.87,C4717825834,2200.0,0.0,C618342553,0.0,11000.0,1,0,27035b27-958c-2936-b186-78ce4e40bfba,155.216.55.245,9.889416,105.496019,SMS_OTP,synthetic_activity
165,CASH_IN,196415.92,C784546845,364582.38,560998.3,C2252560080,0.0,196415.92,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,10.092971,105.764251,SMS_OTP,synthetic_activity
165,CASH_OUT,9300.0,C3220897616,15500.0,6200.0,C5057201951,1812160.94,1821460.94,0,0,294d43ed-2da1-afda-fe65-6dcc6abdb05a,144.46.248.117,12.266419,109.161654,SMART_OTP,synthetic_activity
166,CASH_IN,31680.75,C372045487,319464.6,351145.35,C2036271764,659040.59,694604.49,0,0,13089f8b-ba34-5e82-38f1-f1abcb170945,248.14.1.181,20.9915,105.787319,SMS_OTP,synthetic_activity
166,PAYMENT,10874.87,C1389113067,85328.05,74453.18,C7957781604,2458579.96,2469454.83,0,0,54e14f3a-bba4-1ae0-adf8-f7672261ddef,184.252.235.89,11.952813,108.402023,SMS_OTP,synthetic_activity
168,CASH_OUT,2062.8,C1595203117,0.0,0.0,C1849653727,13363.72,15426.52,0,0,c5c6ab7d-cad0-4982-ceb2-8a32b189727f,164.70.134.116,11.912901,108.404867,SMART_OTP,paysim
168,TRANSFER,36547.09,C645021038,7277.15,0.0,C683724759,0.0,35000.0,1,0,ff4a9185-7886-f504-ed75-8b74b7d0c829,75.172.18.65,12.342284,109.227911,SMS_OTP,synthetic_activity
170,CASH_OUT,4002.52,C645021038,5197.51,1194.99,C1581945785,0.0,0.0,0,0,12b99a50-8cb6-d1f0-a509-6396761579e7,100.158.148.115,12.28351,109.151798,SMS_OTP,synthetic_activity
171,TRANSFER,4845.41,C372045487,351145.35,346299.94,C499996470,0.0,5000.0,1,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,125.244.85.92,21.366382,105.589928,SMS_OTP,synthetic_activity
171,TRANSFER,39627.14,C8704772671,880.0,0.0,M141917983,0.0,39000.0,1,0,e6508af4-d925-9a4b-ac07-98c7d6578ecb,182.44.232.253,16.048961,108.258865,SMS_OTP,synthetic_activity
172,CASH_IN,48918.05,C2144025797,0.0,48918.05,C1711895189,3435409.34,3484327.39,0,0,27035b27-958c-2936-b186-78ce4e40bfba,212.195.129.38,12.266475,109.146076,SMS_OTP,synthetic_activity
177,CASH_IN,32691.25,C47733550,16466.0,49157.25,C173576634,1208104.21,1175412.96,0,0,b11184e7-9c4c-37b3-2caf-3d2ff026a418,153.47.184.128,10.783756,106.659619,SMART_OTP,paysim
177,CASH_IN,231976.74,C182951792,2681256.54,2913233.28,C2069485861,937394.15,705417.41,0,0,1e228ade-59c6-7a52-8f80-d1ef4615575c,159.93.221.195,20.851943,106.683561,SMS_OTP,paysim
178,CASH_IN,235310.44,C1581305347,425.0,235735.44,C3499771,808464.91,573154.47,0,0,5147c3ba-2f87-5748-161f-77a1bac3d057,208.189.160.7,10.855007,106.664648,SMS_OTP,paysim
178,CASH_OUT,7789.79,C2144025797,48918.05,41128.26,C7681604173,0.0,7789.79,0,0,27035b27-958c-2936-b186-78ce4e40bfba,145.146.94.207,12.279477,109.213078,FACE_ID,synthetic_activity
178,CASH_OUT,496030.58,C784546845,560998.3,0.0,C4127661973,122047.64,572536.91,1,0,4f7c1491-21fa-e8a0-bcf4-ced1c17e3dc0,181.74.46.72,9.853172,105.527772,FACE_ID,synthetic_activity
178,CASH_OUT,518.99,C4203060310,864.98,345.99,C604532730,1198260.64,1198260.64,0,0,2ddc756b-28c2-cce9-723b-80d423ef5561,189.188.124.241,12.210745,109.194786,SMART_OTP,synthetic_activity
179,TRANSFER,569010.52,C1212164269,0.0,0.0,C1359929110,862213.16,1431223.68,0,0,1cd889e2-3197-9167-0d95-ee7246c3e497,176.217.248.234,18.623408,105.721167,SMART_OTP,paysim
179,CASH_IN,382576.04,C862584250,10884.0,393460.04,C1649187523,95617.28,0.0,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,18.716309,105.716553,SMS_OTP,paysim
180,TRANSFER,454188.72,C2096906760,0.0,0.0,C219857008,4591500.53,5045689.25,0,0,ecc3b699-0d6d-cb42-bd8b-f6031abb574e,198.54.67.56,12.235123,109.139774,SMS_OTP,paysim
180,TRANSFER,1235252.26,C1185132425,52144.0,0.0,C971206957,4976.8,1240229.06,0,0,e5fbc1c0-ad46-3549-bf41-13cb32e15f17,106.223.52.97,20.854418,106.672674,SMART_OTP,paysim
180,CASH_OUT,168451.62,C2131721351,436.0,0.0,C2008400323,28468.01,196919.63,0,0,0de92f1b-7c02-24e5-95c8-9b2d7892d145,38.56.238.157,16.062537,108.250319,SMS_OTP,paysim
180,CASH_OUT,8618.44,C328517963,9656.59,1038.15,C7335294537,6056869.83,6056869.83,0,0,c7a2b171-b02a-06ee-1458-80635bf88d1d,35.129.217.155,16.009453,108.188961,SMS_OTP,synthetic_activity
180,PAYMENT,953.4,C645021038,1194.99,241.59,C683724759,1537033.54,1537986.94,0,0,ff4a9185-7886-f504-ed75-8b74b7d0c829,75.172.18.65,12.248116,109.188196,SMS_OTP,synthetic_activity
182,CASH_OUT,168787.13,C771046911,0.0,0.0,C1335460830,693637.28,862424.41,0,0,3ff93134-650e-78e4-6fe6-33f18f807d8b,183.199.175.100,10.025545,105.767427,SMART_OTP,paysim
182,CASH_IN,328954.27,C928182170,0.0,328954.27,M1347158836,1578552.83,1907507.1,0,0,cfd0b040-d591-6d49-f707-371288b04b77,87.15.87.202,21.039169,105.763683,SMS_OTP,synthetic_activity
182,CASH_OUT,42456.48,C47733550,49157.25,6700.77,M1265861519,113967.9,156424.38,0,0,b11184e7-9c4c-37b3-2caf-3d2ff026a418,153.47.184.128,10.778587,106.609978,FACE_ID,synthetic_activity
183,CASH_OUT,5566.14,C1626151381,5566.14,0.0,C567898668,0.0,5566.14,1,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,9.178.146.16,10.156026,105.536285,SMS_OTP,paysim
183,CASH_OUT,162638.22,C1916334036,1903.0,0.0,C1342867609,1292508.59,1455146.81,0,0,75656daf-772d-416d-da05-d2fc1c71a821,44.195.88.57,16.039386,108.232896,SMS_OTP,paysim
184,PAYMENT,7837.3,C1217725420,21258.0,13420.7,M462290215,0.0,0.0,0,0,8592a38f-db62-a1f7-6964-eb1616232e87,41.89.26.121,11.945979,108.445286,SMS_OTP,paysim
184,PAYMENT,41144.8,C374112599,33711.93,0.0,M1196173473,0.0,0.0,0,0,92de0df8-e9eb-d446-2622-e0d6f23d9820,11.254.121.188,21.059567,105.755499,SMS_OTP,paysim
184,PAYMENT,39067.69,C916033575,20315.0,0.0,M898940961,0.0,0.0,0,0,cf4994e0-7ab1-6533-64f2-2a7c87f797fa,193.4.178.188,11.987763,108.496375,SMART_OTP,paysim
184,TRANSFER,2459470.84,C6589139315,10500.0,0.0,M1554127424,0.0,0.0,1,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,126.172.190.249,16.079141,108.190296,SMS_OTP,synthetic_activity
185,CASH_OUT,28222.86,C379520615,0.0,0.0,C950818772,480711.53,508934.39,0,0,3d333164-4bb8-ebe2-5bc0-798821f969e9,220.147.192.150,20.995609,105.803994,SMS_OTP,paysim
185,TRANSFER,239478.44,C356780134,240192.0,713.56,C1949344258,21595.6,122087.19,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,11.89809,108.435331,SMART_OTP,paysim
185,CASH_IN,289483.65,C1246422797,30839.0,320322.65,C1165669967,659040.59,369556.94,0,0,b2b3bb39-4510-eaad-c0bd-44c06d07ee0b,202.176.21.159,12.200542,109.183786,SMART_OTP,paysim
185,TRANSFER,23626.28,C4203060310,5406.11,0.0,C8905223499,0.0,0.0,1,0,afa1ff17-58a6-4190-1527-ed08ce65050b,189.188.124.241,12.194449,109.196836,SMART_OTP,synthetic_activity
186,CASH_IN,26116.98,C1289541918,21140323.19,21166440.17,C2025591125,118548.76,92431.78,0,0,66d6089e-ab91-e501-f5bd-62cda76090e7,88.54.209.178,11.916355,108.429038,SMART_OTP,paysim
186,TRANSFER,160207.42,C201974764,850379.58,0.0,C1789837621,0.0,0.0,1,0,63dde733-b225-574e-4c82-c44530e59543,158.215.122.134,20.981401,105.765461,SMS_OTP,synthetic_activity
187,CASH_OUT,49475.62,C826248877,20778.0,0.0,C1835377033,23718385.78,23767861.4,0,0,5d975cdc-6209-56a8-1c68-4db00d333496,2.87.243.240,10.847908,106.60094,SMART_OTP,paysim
187,CASH_OUT,74539.96,C1453812714,40489.0,0.0,C672921590,0.0,74539.96,0,0,8a257159-3d17-0879-55bd-f39efb334e61,193.191.195.58,11.913806,108.412586,SMART_OTP,paysim
187,CASH_OUT,27120.5,C317722738,0.0,0.0,C1662027846,2497185.72,2524306.22,0,0,a1d78199-d8ed-0649-ca82-673019977e2e,226.125.21.2,10.066,105.77802,SMS_OTP,paysim
187,TRANSFER,6170.93,C430666307,60468.32,54297.39,C8988530403,1525385.89,1531556.82,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,20.819722,106.632274,SMS_OTP,synthetic_activity
188,TRANSFER,209214.17,C52360839,0.0,0.0,C909414114,1988177.33,2197391.5,0,0,5856e1fc-d782-5ea3-bbff-16e993e7e893,165.68.194.210,10.827198,106.585127,SMS_OTP,paysim
188,TRANSFER,146447.67,C1133749806,0.0,0.0,C1994443167,294712.8,441160.47,0,0,86d4aba8-805f-0892-7c79-5dd973d12f3e,121.182.137.174,10.067679,105.715292,FACE_ID,paysim
188,TRANSFER,44807.92,C158864017,8620.25,0.0,C618342553,380553.17,425361.08,0,0,fa63bde0-cf0d-3f06-b177-116df2037633,84.96.10.38,10.836122,106.656857,SMART_OTP,paysim
188,TRANSFER,599849.27,C703487838,180200.23,0.0,C882140221,139744.0,451201.62,0,0,49d2cac0-2dc6-9c90-e5df-c7af6403c4bc,28.43.71.29,16.037704,108.148686,FACE_ID,paysim
188,TRANSFER,269367.39,C356780134,713.56,0.0,C8910473299,0.0,0.0,1,0,144be8bc-e207-6595-be20-9925a72427a6,2.81.64.202,10.391443,105.826907,SMART_OTP,synthetic_activity
189,CASH_OUT,188065.67,C1880385630,84557.0,0.0,C1925682324,2195980.03,2384045.71,0,0,854bc8fa-344a-21b7-dfff-8cea26870a98,34.122.89.108,18.644825,105.733257,SMS_OTP,paysim
189,CASH_OUT,170437.53,C862584250,52118.0,0.0,C2032807719,41658.42,212095.94,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,18.66684,105.642751,SMART_OTP,paysim
189,TRANSFER,10822.09,C2144025797,41128.26,0.0,C966580840,0.0,10000.0,1,0,6a11315a-c834-7776-04ca-c3d13506e337,145.146.94.207,12.255183,109.147658,SMS_OTP,synthetic_activity
189,CASH_OUT,108676.04,C1149059890,660746.19,552070.15,C826216712,865721.26,974397.3,0,0,7c6166df-515a-6b43-3189-1f48e66e2c11,99.61.170.113,16.086237,108.21655,SMART_OTP,synthetic_activity
190,PAYMENT,6547.31,C1943797706,6862.75,315.44,M490996841,0.0,0.0,0,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,26.73.159.18,18.659872,105.662564,SMS_OTP,paysim
190,CASH_OUT,265747.73,C2046465313,265747.73,0.0,C1929273714,0.0,265747.73,1,0,e5f5cdc8-21c7-c0f6-9137-67ab4dd85715,125.244.85.92,16.159489,108.255919,SMS_OTP,paysim
190,CASH_OUT,692.44,C328517963,1038.15,345.71,C474309133,0.0,0.0,0,0,c7a2b171-b02a-06ee-1458-80635bf88d1d,192.253.136.95,16.023484,108.236103,SMS_OTP,synthetic_activity
191,PAYMENT,528.53,C1183943103,162194.0,161665.47,M1860016611,0.0,0.0,0,0,2a96c526-f4ca-6e70-74b7-99ec48cd42c0,74.47.250.45,20.858912,106.695787,SMS_OTP,paysim
191,CASH_OUT,3041.49,C47733550,6700.77,3659.28,C3536087768,2170479.68,2170479.68,0,0,b11184e7-9c4c-37b3-2caf-3d2ff026a418,153.47.184.128,10.881762,106.615034,SMART_OTP,synthetic_activity
192,CASH_IN,5976.59,C2131721351,0.0,5976.59,C2511921948,1002787.49,1002787.49,0,0,0de92f1b-7c02-24e5-95c8-9b2d7892d145,56.55.254.29,16.055489,108.167435,SMS_OTP,synthetic_activity
192,CASH_IN,304244.97,C862584250,0.0,304244.97,C7299436573,0.0,0.0,0,0,5d3bc1d3-a515-9982-0dd4-c0e60b099fcc,2.81.64.202,18.64513,105.729055,SMS_OTP,synthetic_activity
193,CASH_OUT,660746.19,C1149059890,660746.19,0.0,C777809380,935791.84,1596538.03,1,0,7c6166df-515a-6b43-3189-1f48e66e2c11,99.61.170.113,16.051275,108.193061,FACE_ID,paysim
194,PAYMENT,20711.59,C201974764,845510.35,824798.76,C3259274595,1208104.21,1208104.21,0,0,7c6166df-515a-6b43-3189-1f48e66e2c11,116.85.158.169,21.078869,105.765315,SMS_OTP,synthetic_activity
195,CASH_OUT,8157.42,C2144025797,23994.87,15837.45,C950818772,0.0,4899.82,0,0,27035b27-958c-2936-b186-78ce4e40bfba,145.146.94.207,12.287874,109.182002,SMART_OTP,synthetic_activity
196,TRANSFER,4386.71,C47733550,3659.28,0.0,C2226064412,0.0,5000.0,1,0,b11184e7-9c4c-37b3-2caf-3d2ff026a418,8.159.58.36,10.772661,106.63847,SMS_OTP,synthetic_activity
196,TRANSFER,35923.31,C1260026789,805639.82,769716.51,C9531056460,0.0,35000.0,1,0,91be0c2a-2a9d-0c6a-3ffc-1e139c1cac23,213.106.154.37,16.249916,108.128538,SMS_OTP,synthetic_activity
198,CASH_OUT,26468.52,C430666307,54297.39,27828.87,C3806652404,55199.25,81667.77,0,0,a6edcadd-eb04-cd29-9c48-c8306e8984f4,206.26.66.168,20.84066,106.713535,SMS_OTP,synthetic_activity
198,TRANSFER,161045.42,C862584250,304244.97,143199.55,C9614361618,480711.53,641756.95,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,148.119.118.63,18.701041,105.674238,SMS_OTP,synthetic_activity
199,CASH_IN,52857.97,C1373602193,49644.21,102502.18,C5608497250,28468.01,81325.98,0,0,27035b27-958c-2936-b186-78ce4e40bfba,98.12.197.44,12.28365,109.245065,SMS_OTP,synthetic_activity
200,TRANSFER,111000.0,C4457898956,111500.0,500.0,C2972777054,0.0,111000.0,1,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,113.67.95.48,20.88746,106.636444,SMS_OTP,paysim
200,CASH_OUT,359.37,C47733550,1255.36,895.99,C8364904594,2650479.46,2650479.46,0,0,b11184e7-9c4c-37b3-2caf-3d2ff026a418,153.47.184.128,10.815623,106.66933,SMS_OTP,synthetic_activity
200,PAYMENT,73079.04,C4767872935,253500.0,180420.96,C1626596200,63048.2,136127.24,0,0,3b93a53f-9c02-040d-e237-c8772e0e6673,116.85.158.169,20.869995,106.689387,SMART_OTP,synthetic_activity
201,TRANSFER,108000.0,C6246226567,108500.0,500.0,C2972777054,0.0,108000.0,1,0,7c6166df-515a-6b43-3189-1f48e66e2c11,68.195.212.149,16.030976,108.224784,SMS_OTP,paysim
201,TRANSFER,31719.5,C6589139315,672.0,0.0,C415375205,0.0,32000.0,1,0,18dd3aea-43b6-c6ef-35c8-21337b8b1581,178.19.118.231,21.058838,105.785093,SMART_OTP,synthetic_activity
202,CASH_OUT,73863.12,C2040250757,0.0,0.0,C4642670345,477842.77,551705.88,0,0,8bd03267-bd0e-01ce-f85b-c2d301196e6d,242.194.252.147,16.020036,108.150289,SMS_OTP,paysim
202,TRANSFER,239000.0,C2216476059,239500.0,500.0,C2006456468,0.0,239000.0,1,0,7c6166df-515a-6b43-3189-1f48e66e2c11,116.85.158.169,21.0539,105.812117,SMS_OTP,paysim
202,PAYMENT,14059.22,C7320366508,21651.0,7591.78,C1878168073,0.0,0.0,0,0,15661feb-05c5-bf8d-321a-6c3f47263c24,101.50.126.82,21.064624,105.759426,SMART_OTP,paysim
202,TRANSFER,327913.75,C1578890720,66974.0,0.0,C4848179720,96197.33,424111.08,0,0,62d846d0-5ea0-11cd-6d79-d8bfda92e740,79.251.115.224,18.72111,105.690988,SMS_OTP,paysim
202,CASH_OUT,35904.95,C5215939500,25665.0,0.0,C9531056460,247949.96,283854.91,0,0,bed64914-8233-0e6e-b89c-96e95d39b505,23.37.54.78,18.676237,105.729,FACE_ID,paysim
202,TRANSFER,858.36,C2131721351,5976.59,5118.23,C1711895189,1198260.64,1198615.67,0,0,0de92f1b-7c02-24e5-95c8-9b2d7892d145,117.46.100.96,16.090849,108.204229,SMS_OTP,synthetic_activity
202,CASH_OUT,3121.4,C2144025797,15837.45,12716.05,C836148567,659572.62,662694.02,0,0,27035b27-958c-2936-b186-78ce4e40bfba,145.146.94.207,12.292634,109.177084,SMS_OTP,synthetic_activity
203,CASH_OUT,174028.45,C3866878426,0.0,0.0,C1678293349,1206664.12,1380692.57,0,0,c4ea4ece-67b6-e467-9432-d79794f6c67a,107.45.143.119,16.02978,108.201119,FACE_ID,paysim
203,PAYMENT,1539.59,C5043135606,0.0,0.0,C5045482888,0.0,0.0,0,0,4a1a4219-61bb-a5fb-d510-8bc02f9e1ddb,78.214.150.78,20.863709,106.675819,SMS_OTP,paysim
203,PAYMENT,6244.81,C6832852713,47870.51,41625.7,C7307730994,0.0,0.0,0,0,433ecd2c-276e-1d67-00a0-586eca8d5d5a,245.164.214.163,10.101452,105.692717,SMART_OTP,paysim
203,CASH_OUT,109256.85,C9102789493,0.0,0.0,C5790585831,537076.96,646333.81,0,0,1e8e06ed-0748-0379-3ea7-f419a510af65,127.249.18.154,11.962764,108.476097,SMS_OTP,paysim
203,TRANSFER,253000.0,C4767872935,253500.0,500.0,C2006456468,0.0,253000.0,1,0,7c6166df-515a-6b43-3189-1f48e66e2c11,156.69.142.72,11.107299,106.372784,SMS_OTP,paysim
203,PAYMENT,2757.65,C2027373156,29889.0,27131.35,C1441740801,0.0,0.0,0,0,f9690579-79dd-cdd4-af97-fbd2a0c45942,38.82.119.225,16.044274,108.157792,FACE_ID,paysim
204,CASH_OUT,35494.58,C8995969557,0.0,0.0,C3536087768,82284.77,117779.34,0,0,3248f699-12b3-b3eb-a247-a4f5ca3e7f3a,164.240.20.132,20.794006,106.651688,SMART_OTP,paysim
204,CASH_OUT,60027.56,C6532421086,0.0,0.0,C3913963776,70101.59,130129.15,0,0,52965cf3-8b30-bb4c-2ac9-6b60c0ac430a,205.78.70.176,16.056806,108.249337,SMS_OTP,paysim
204,CASH_OUT,417568.52,C5397130937,0.0,0.0,C6875073241,603574.61,1021143.13,0,0,5f7ddbb1-480a-fe9f-84a6-d693230f1e69,42.27.56.40,20.903069,106.65821,SMART_OTP,paysim
204,CASH_OUT,60086.94,C8784183783,0.0,0.0,C3763739339,3582234.19,3642321.13,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,18.653051,105.698434,SMS_OTP,paysim
204,TRANSFER,425268.38,C2673035034,40384.0,0.0,C6819114650,1447773.13,1873041.51,0,0,ec6494e0-2198-6e3c-d19f-cf311dd73f1f,123.90.80.177,12.254111,109.149376,FACE_ID,paysim
204,TRANSFER,253000.0,C5954895100,253500.0,500.0,C5057201951,0.0,253000.0,1,0,f96f4a1b-e4b3-b66b-51b7-95ed01ab1df1,45.182.78.8,12.061083,108.174198,FACE_ID,paysim
204,CASH_IN,135190.06,C9844029369,5645500.2,5780690.26,C8100232765,1300880.51,1165690.45,0,0,c355853e-b0d9-751c-6cc0-067f141f746e,20.5.199.124,11.903231,108.411045,SMS_OTP,paysim
204,CASH_OUT,116028.68,C928182170,328954.27,212925.59,C5337911487,360118.92,360118.92,0,0,12b99a50-8cb6-d1f0-a509-6396761579e7,75.172.18.65,21.05017,105.855306,SMS_OTP,synthetic_activity
204,CASH_IN,61735.26,C1880385630,0.0,61735.26,C6764443538,537076.96,598812.22,0,0,4b0d2716-05cf-079e-a095-2c4df3bd2348,197.102.202.44,18.721283,105.694215,SMS_OTP,synthetic_activity
204,TRANSFER,38749.67,C1943797706,315.44,0.0,C7169935106,0.0,35000.0,1,0,8505d91d-f28b-ffb9-d5bf-1edb3b79da1e,26.73.159.18,10.041638,105.788749,SMS_OTP,synthetic_activity
204,PAYMENT,17777.46,C8704772671,70865.11,53087.65,C32876268,0.0,0.0,0,0,1f6c6a86-35f4-ffba-8d8f-2868bdedb9cc,209.202.37.10,16.040965,108.197036,SMS_OTP,synthetic_activity
205,TRANSFER,27000.0,C2972777054,27500.0,500.0,C8992641070,0.0,27000.0,1,0,19ca9c1b-94bc-f47a-6122-318935f3de4a,105.91.166.207,9.886945,105.968973,SMS_OTP,paysim
205,TRANSFER,245694.84,C8963704614,245694.84,0.0,C7562772053,0.0,0.0,1,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,125.244.85.92,10.863648,106.797312,SMART_OTP,paysim
205,CASH_IN,243225.49,C9767943014,5095519.15,5338744.64,C5694894112,506449.01,263223.52,0,0,966d2735-3495-2c00-9a0f-09e9eb8b8c11,48.172.90.8,10.771931,106.58925,FACE_ID,paysim
205,TRANSFER,216179.15,C2950943533,216179.15,0.0,C2639303594,0.0,0.0,1,0,27035b27-958c-2936-b186-78ce4e40bfba,62.130.146.18,10.967542,106.454892,FACE_ID,paysim
205,PAYMENT,6845.55,C1683045581,0.0,0.0,C7664388398,0.0,0.0,0,0,378d2f8d-8761-f9da-0394-79c1c363f61f,164.88.71.138,20.828334,106.738833,SMS_OTP,paysim
206,TRANSFER,34000.0,C2972777054,34500.0,500.0,C8711814319,0.0,34000.0,1,0,fa286316-5315-6a23-12f0-ed7dbff49c48,125.244.85.92,10.096862,105.789285,SMS_OTP,paysim
206,CASH_IN,136280.99,C5621994911,3008964.47,3145245.46,C6298190260,372458.92,236177.94,0,0,2e4c16e2-1b79-9e6b-f52e-f4a6ac6c2e1b,132.59.105.29,12.245801,109.234077,SMART_OTP,paysim
206,TRANSFER,34603.95,C5582102588,0.0,0.0,C3292807293,1001333.52,1035937.47,0,0,22cb2720-850c-ddfd-1c3d-ae1977455560,143.185.11.22,12.293864,109.179348,SMART_OTP,paysim
206,TRANSFER,185497.2,C4336585435,6296.32,0.0,C5286443804,289388.99,474886.19,0,0,12b99a50-8cb6-d1f0-a509-6396761579e7,75.172.18.65,10.806464,106.593878,FACE_ID,paysim
206,CASH_OUT,484.09,C47733550,895.99,411.9,C2470613034,0.0,552.8,0,0,b11184e7-9c4c-37b3-2caf-3d2ff026a418,165.106.110.102,10.859728,106.665772,SMART_OTP,synthetic_activity
207,TRANSFER,27000.0,C2972777054,27500.0,500.0,C3075995432,0.0,27000.0,1,0,0425c430-5f9c-041d-8323-94b5fd593fa4,105.91.166.207,10.049657,105.719918,SMS_OTP,paysim
207,TRANSFER,549496.41,C2256327944,0.0,0.0,C6137345171,1221999.87,1771496.28,0,0,f966f9c2-1796-b7b1-90b7-f26f135769cb,27.102.113.134,10.826811,106.665831,FACE_ID,paysim
208,TRANSFER,415919.1,C8090027596,0.0,0.0,C1987976526,505690.32,921609.42,0,0,a671cd81-9c2b-05eb-77ec-2100ec28c17a,32.60.215.109,10.077054,105.737714,SMS_OTP,paysim
208,TRANSFER,42000.0,C2972777054,42500.0,500.0,C9300997070,0.0,42000.0,1,0,19ca9c1b-94bc-f47a-6122-318935f3de4a,125.244.85.92,10.048326,105.76911,SMART_OTP,paysim
208,TRANSFER,443352.99,C4514688933,0.0,0.0,C3936568138,1785708.47,2229061.46,0,0,79cfc04f-5b29-317a-6675-d5e2f1773294,197.117.28.32,9.985762,105.785387,SMS_OTP,paysim
208,CASH_OUT,79646.62,C7953681521,0.0,0.0,C6917635946,3200801.89,3280448.51,0,0,bce05a63-197f-9b8d-079b-f5e62275b1e2,220.58.150.173,21.060133,105.807884,SMART_OTP,paysim
208,TRANSFER,263226.54,C8784183783,0.0,0.0,C6512813537,0.0,0.0,1,0,5aca08f9-ece4-2aa5-930e-6549d24f7225,194.206.30.107,18.473301,105.458111,SMS_OTP,synthetic_activity
209,TRANSFER,32000.0,C2972777054,32500.0,500.0,C7290577367,0.0,32000.0,1,0,19ca9c1b-94bc-f47a-6122-318935f3de4a,48.141.68.61,10.06398,105.710204,SMS_OTP,paysim
209,CASH_IN,146006.39,C1880385630,61735.26,207741.65,C9441304307,534699.71,680706.1,0,0,854bc8fa-344a-21b7-dfff-8cea26870a98,249.175.139.239,18.711681,105.624276,FACE_ID,synthetic_activity
209,CASH_IN,6592.12,C201974764,824798.76,831390.88,C1036272123,14212218.79,14218810.91,0,0,7c6166df-515a-6b43-3189-1f48e66e2c11,116.85.158.169,21.072104,105.846503,SMS_OTP,synthetic_activity
